state,county_fips,cd_code,votes_dem,votes_rep,votes_total,pres16_dem,pres16_rep,pres20_dem,pres20_rep,pop_tot,vap_tot,vap_white,vap_black,vap_hisp,vap_asian,vap_native,vap_pacific
CA,06037,CA-32,188193,95283,292050,185949,64462,225013,92235,628327,515697,286424,21572,114802,68437,742,483
CA,06037,CA-34,157170,48102,214985,166969,20500,205330,42345,757841,610729,75626,27246,376013,116338,1384,416
CA,06037,CA-35,26948,14066,42568,26549,9293,32917,13117,118620,93661,25063,5640,48564,10642,253,155
CA,06037,CA-36,262050,111006,385659,248378,88872,299962,113380,758876,635271,365703,22224,98135,112566,1027,1147
CA,06037,CA-37,183698,42778,233663,203487,16819,238128,34574,752037,589540,85612,139052,297490,43134,1034,558
CA,06037,CA-38,114624,71815,192698,131442,39058,159818,66484,631874,493448,35317,5192,315686,130344,813,383
CA,06037,CA-41,140486,97572,245695,142997,64941,178152,93496,618396,482249,98528,20835,300114,47485,1347,1676
CA,06037,CA-42,91834,35366,131959,85868,28313,110011,37010,334295,271073,93575,29902,97207,35548,759,1490
CA,06037,CA-43,163411,53593,224186,185572,25188,219333,46203,755777,570493,45524,142707,308007,53374,901,2422
CA,06037,CA-44,145186,67774,219933,168197,32173,197686,58415,759515,578516,53963,56322,392265,58338,1142,4199
CA,06037,CA-45,35365,23282,60452,36021,14115,45491,22524,157241,124707,16054,6522,53100,45236,258,516
CA,06039,CA-05,14779,25956,41752,11567,19846,15664,24332,94884,72680,35462,2585,28403,2021,1065,73
CA,06039,CA-13,6067,6141,12491,5351,3312,7372,4851,60274,39713,4979,955,32077,802,231,33
CA,06039,CA-22,119,234,361,110,196,135,201,1097,836,226,6,560,26,2,1
CA,06041,CA-02,116127,24038,144071,108702,21768,128288,24612,262321,209451,144463,5312,34769,13763,454,406
CA,06043,CA-05,3622,5625,9509,3122,5185,4085,5944,17131,14187,11053,97,1473,242,350,10
CA,06045,CA-01,13809,9933,24779,12940,7978,16959,9697,62996,48873,30387,324,12250,1154,2171,54
CA,06045,CA-02,10147,3539,14278,9131,2907,11823,3570,28605,23878,17928,167,3631,309,396,34
CA,06047,CA-13,39970,43480,85690,37317,28723,48992,39398,281202,200223,56617,6470,114581,15239,950,449
CA,06049,CA-02,1008,2884,4016,877,2696,1150,3109,8700,6905,5323,47,853,61,282,10
CA,06051,CA-05,3522,2294,6064,2773,2111,4013,2513,13195,10555,7383,55,2383,142,142,26
CA,06053,CA-18,39948,24544,66374,42852,14157,54170,20706,270333,191490,27013,3823,146433,9195,658,440
CA,06053,CA-19,53112,24682,80344,46236,20740,59783,25593,168702,136287,77566,4158,33421,12023,448,1102
CA,06055,CA-04,43185,20336,65497,39137,17390,49817,20676,138019,110473,60233,1918,34398,8555,469,268
CA,06057,CA-03,33780,26174,62125,26052,23364,36368,26782,102241,84331,70399,335,7181,1180,569,91
CA,06059,CA-38,28394,38722,69562,22910,33337,32647,40697,126609,99125,51449,1599,19219,22675,183,106
CA,06059,CA-40,63165,71353,139011,51788,64272,71765,76532,248158,196790,118402,2600,37428,28717,290,315
CA,06059,CA-41,32282,31246,65429,27356,25850,37517,32292,139258,108734,43212,1926,40904,18511,274,173
CA,06059,CA-42,100559,111134,217924,87799,91080,118129,114453,424377,350081,208382,3990,79639,40390,782,919
CA,06059,CA-45,116152,116264,239291,110984,78932,136539,125153,600652,478285,116378,7985,138242,199296,776,1922
CA,06059,CA-46,128206,91626,226952,129904,60721,163957,90667,756708,579049,116607,11388,346341,88633,1165,1783
CA,06059,CA-47,190647,154485,358504,155970,122737,219128,157249,759400,607284,299572,10641,101562,165414,695,837
CA,06059,CA-49,32135,39702,73809,23239,30216,34326,39456,131827,100310,67928,699,20735,6084,310,126
CA,06061,CA-03,30801,40260,73280,24947,33512,34174,41123,122273,98520,78974,541,10031,3068,704,125
CA,06061,CA-04,16809,21923,39693,10727,16047,15198,20142,61315,47320,32818,790,7683,3392,210,108
CA,06061,CA-06,56308,61648,121684,37833,45576,57488,61221,221151,167277,109742,3766,22792,20149,679,548
CA,06063,CA-01,4020,5725,10067,3459,5420,4561,6445,19790,16340,13648,77,1244,136,291,28
CA,06065,CA-23,6876,11733,19048,5391,8263,7798,11318,50690,40528,17829,2377,17569,938,295,66
CA,06065,CA-25,111035,94916,210359,88392,70598,124250,92027,554347,423682,166272,15353,210494,16502,3023,521
CA,06065,CA-33,2356,2063,4574,1199,815,2239,1422,9852,7306,1928,430,3960,716,19,18
CA,06065,CA-35,28193,33911,64110,24964,21850,36530,33448,172017,127484,35323,9430,55920,21789,397,344
CA,06065,CA-39,125143,103095,235458,127032,68458,164773,96072,756745,561074,125906,48864,328318,37057,1874,1884
CA,06065,CA-40,98160,136251,241234,70151,98509,108029,133021,509796,384262,175551,21603,130831,36207,1508,1410
CA,06065,CA-48,79846,81395,165129,56567,64758,84721,81839,364738,279169,143977,15344,83577,20937,2002,923
CA,06067,CA-03,118594,80868,207012,98218,64670,133078,84200,491192,378766,188441,30046,75173,56754,1793,3402
CA,06067,CA-04,8474,10865,19933,6710,7966,9533,11497,49593,36698,21172,2265,6861,3653,248,238
CA,06067,CA-06,106414,78599,191371,89627,59988,124199,82523,482562,368573,186455,32010,79572,42688,2076,3370
CA,06067,CA-07,147507,81132,237026,130973,56689,173336,80482,558554,430663,146583,46913,95109,108391,1830,6716
CA,06067,CA-08,551,632,1215,496,478,661,703,3154,2609,1603,40,719,77,18,0
CA,06069,CA-18,15179,11702,27649,12521,7841,17628,10590,64209,47915,16671,394,27227,1817,178,95
CA,06071,CA-23,97393,144191,248035,84158,118836,116402,147873,684920,509843,223192,40462,194811,24098,3525,1857
CA,06071,CA-25,2413,2882,5481,1633,2445,2736,3046,28524,22606,11808,2428,5080,1440,235,257
CA,06071,CA-28,28859,35201,65990,25517,29890,34261,36590,124365,99039,48227,5413,30793,10161,265,148
CA,06071,CA-31,21481,20912,43537,20949,13464,27897,19885,122483,94227,17906,3747,55671,14465,212,103
CA,06071,CA-33,130161,106084,243313,128919,66675,167771,97408,746781,547357,113478,57517,312786,44513,1656,1441
CA,06071,CA-35,81386,68425,154180,79568,39868,106826,61502,474581,355970,60580,21502,215107,48658,895,767
CA,06073,CA-48,84857,72398,161873,66059,59099,94295,73013,391356,299684,130281,7126,124230,22065,2388,1310
CA,06073,CA-49,180066,125443,315067,143444,105599,194985,128124,626931,491409,288770,11777,95517,68027,1308,2118
CA,06073,CA-50,214123,146266,371847,177451,129847,240029,154555,760462,628150,360447,17542,105301,106580,2159,1878
CA,06073,CA-51,204002,139724,354002,179561,118433,232325,144678,754398,605903,328150,38821,147413,52856,2699,2769
CA,06073,CA-52,158112,109222,274559,168155,64651,202923,99655,765487,583622,102703,41169,334751,81906,1686,2628
CA,06075,CA-11,295504,50976,361317,312123,32270,339761,46289,759355,665290,296785,34308,87548,208994,1306,2049
CA,06075,CA-15,28214,11618,41646,32960,5418,38395,10128,114610,95448,11838,4817,23503,52010,95,624
CA,06077,CA-05,1913,5344,7410,1864,4161,2384,5522,16076,12094,7565,53,3527,203,50,10
CA,06077,CA-07,8081,15163,23830,7604,13130,9942,15735,58581,44615,24773,383,15128,2265,153,103
CA,06077,CA-08,3967,6290,10547,3089,5063,4343,6184,21329,16501,10085,203,3980,1362,58,31
CA,06077,CA-09,94967,88989,189950,90237,60414,121122,83162,548473,405704,124274,35160,138848,83988,1774,3185
CA,06077,CA-13,17696,13160,31859,18330,6168,23346,10495,134774,94486,13770,7177,56077,13617,472,470
CA,06079,CA-19,24413,28301,54196,19361,24387,26305,29271,100790,78786,53509,878,18462,1771,406,116
CA,06079,CA-24,56890,36612,96540,47735,31755,62005,38165,181634,152958,105099,3040,29536,7113,556,166
CA,06081,CA-15,192232,62466,263627,189962,46048,234438,61323,643648,513682,172114,11632,126911,173632,693,6580
CA,06081,CA-16,50767,14142,66922,48012,11894,57152,14275,120794,96554,60745,1196,14334,14585,153,367
CA,06083,CA-24,114111,64839,184641,107153,56386,129963,65736,448229,350805,160985,5606,146175,22752,1397,426
CA,06085,CA-16,194841,67948,272870,193114,51314,227434,70850,638067,503593,210694,10586,94487,165169,745,1501
CA,06085,CA-17,156366,64768,231151,160372,42604,194523,65905,675986,540759,130033,11298,83729,295852,683,1660
CA,06085,CA-18,78172,37003,119202,76531,22645,95363,35589,335876,261308,68517,6738,123048,52552,716,900
CA,06085,CA-19,81204,41145,126973,81568,28251,100550,42253,286330,224057,66348,6222,51792,90292,434,768
CA,06087,CA-18,13395,5350,19356,14149,2781,17687,4152,67275,48655,8491,238,37206,1577,126,24
CA,06087,CA-19,87538,22605,114687,81105,19657,96561,22786,203586,171109,118010,2328,30626,9398,633,216
CA,06089,CA-02,27130,59533,88894,22301,51778,30000,60789,182155,143512,112205,1371,12990,4532,3021,259
CA,06091,CA-01,641,1066,1754,601,1048,730,1142,3236,2698,2254,3,254,7,13,1
CA,06093,CA-02,8329,12461,21489,7234,11341,9593,13290,44076,35590,27217,386,3729,690,1210,38
CA,06095,CA-08,113951,70267,189706,102422,51941,131639,69306,453491,354770,132622,48296,88585,59078,1362,3018
CA,06097,CA-01,98634,34920,138202,89434,28603,110540,33984,278379,221431,132859,3712,61145,10553,1700,957
CA,06097,CA-02,27185,7590,36074,24319,6316,29894,7722,58784,49059,38195,406,6374,1132,258,100
CA,06097,CA-04,53641,20819,76909,46682,16489,59504,20119,151700,122662,76089,1731,30620,7311,519,345
CA,06099,CA-05,49601,70690,123324,45188,53927,59658,70743,294068,222511,117075,5809,70976,14866,1179,1705
CA,06099,CA-13,35726,36247,74078,36458,24567,46182,33401,258810,185397,54086,5195,106741,10805,963,1244
CA,06101,CA-04,13016,25372,39336,13076,18176,17368,24377,99633,74581,33780,1417,20687,13927,651,227
CA,06103,CA-01,7415,18503,26532,6809,15494,8911,19141,65829,49851,33649,310,11392,810,871,75
CA,06105,CA-02,2449,2979,5645,2214,2812,2851,3188,16112,13419,9746,59,684,1812,322,16
CA,06107,CA-20,28329,51912,82091,23140,38180,33713,50422,214777,155789,70131,2334,68901,6881,1698,183
CA,06107,CA-21,13932,17277,31984,13090,11121,17812,15456,129110,88705,16777,683,65702,3445,343,46
CA,06107,CA-22,10960,12664,24196,11331,8924,14580,11701,129230,86599,14782,1091,66549,2092,486,130
CA,06109,CA-05,10909,17210,28810,9123,14551,11978,17689,55620,46268,35986,975,5284,651,660,90
CA,06111,CA-24,42645,24595,69437,36547,21880,47300,25685,133500,107141,63963,1583,32099,4029,421,157
CA,06111,CA-26,142845,99604,249612,131475,81628,167917,100948,580762,446134,183674,8220,199608,37260,991,859
CA,06111,CA-32,31553,34374,67816,26377,28815,36171,35573,129581,102923,59261,1609,26138,10897,256,141
CA,06113,CA-04,43068,18191,63584,39221,13827,47296,17602,147466,118577,55829,2369,37140,16520,505,404
CA,06113,CA-06,13135,8155,22079,10598,5555,14614,8093,53922,40635,18165,1964,11854,5416,254,469
CA,06113,CA-08,5204,1501,6931,4933,1358,5687,1596,15015,12044,5928,236,2183,3051,15,31
CA,06115,CA-04,10725,18491,30070,7910,13170,11230,17676,81575,59545,33184,2160,15011,4026,790,288
CO,08001,CO-04,1884,5586,7638,1150,4223,1727,5183,12059,8948,6908,108,1425,60,67,21
CO,08001,CO-06,10176,4821,15460,7398,3048,10514,3634,48143,35068,9740,5047,16592,2132,166,184
CO,08001,CO-07,1041,560,1646,897,522,1188,579,2917,2366,1403,23,667,173,18,0
CO,08001,CO-08,110956,92057,208746,87113,72289,120773,86261,456453,339889,177269,6607,126314,14959,2050,376
CO,08003,CO-03,3244,4057,7529,3189,3046,3759,3813,16376,12544,6190,191,5441,118,170,16
CO,08005,CO-01,2598,872,3589,2581,925,3255,943,7466,6415,4487,278,1060,248,21,4
CO,08005,CO-04,10257,10869,21745,6414,8153,10091,10033,37791,26615,16261,2245,4308,2414,92,38
CO,08005,CO-06,177870,113570,300297,150890,107976,200261,116347,609813,468650,280522,47509,85998,29806,2013,1108
CO,08007,CO-03,3904,5218,9357,2500,4264,3738,5189,13359,10948,8690,34,1503,80,129,5
CO,08009,CO-04,275,1686,2004,283,1753,317,1867,3506,2753,2348,14,226,8,29,0
CO,08011,CO-04,645,1496,2189,590,1188,732,1503,5650,4745,2858,243,1393,39,90,0
CO,08013,CO-02,150149,40758,196304,132334,41396,159089,42501,330758,268640,206447,2625,33513,13635,938,218
CO,08014,CO-07,29426,16071,46848,19731,14367,29077,16295,74112,57916,43673,740,6756,4002,166,62
CO,08015,CO-07,7992,6034,14423,4888,5391,7160,6222,19476,16471,13875,271,1457,119,120,9
CO,08017,CO-04,108,930,1055,132,925,131,993,1748,1338,1168,1,125,3,0,0
CO,08019,CO-02,3464,2452,6102,2729,2575,3604,2754,9397,8011,7037,34,495,71,33,7
CO,08021,CO-03,1627,2358,4105,1771,1914,1959,2286,7461,5515,2502,6,2848,16,34,2
CO,08023,CO-03,1155,850,2080,1125,588,1311,741,3499,2879,1113,24,1562,52,28,0
CO,08025,CO-04,422,1231,1706,339,1079,437,1271,5922,5284,3076,501,1378,69,151,0
CO,08027,CO-07,1188,2583,3867,797,2061,1112,2474,4704,3996,3621,10,140,18,37,0
CO,08029,CO-03,6030,12948,19478,4087,11655,5887,13081,31196,24993,20581,102,2914,179,108,9
CO,08031,CO-01,276920,74227,361194,242984,62108,311330,71010,710518,576943,338783,46160,141590,22458,3050,962
CO,08031,CO-06,1521,422,2005,1398,464,1734,485,4168,3464,1853,446,692,324,18,2
CO,08031,CO-07,195,116,319,169,118,229,123,836,655,392,19,191,20,0,0
CO,08033,CO-03,325,1076,1419,242,944,341,1089,2326,1924,1641,14,115,5,32,4
CO,08035,CO-04,108687,125856,240507,68386,102016,103603,120077,355113,263709,211499,3667,22018,14531,725,228
CO,08035,CO-06,1721,1595,3385,272,560,1050,1193,2865,2297,1868,49,156,129,9,0
CO,08037,CO-02,13437,8502,22539,11232,7664,14852,8332,45301,35186,24520,225,9034,497,61,16
CO,08037,CO-03,3506,1646,5266,2867,1326,3736,1560,10430,8077,5164,20,2543,92,27,11
CO,08039,CO-04,4768,15209,20422,3134,11705,4490,14027,26062,20395,17765,98,1358,136,100,20
CO,08041,CO-04,867,4181,5157,620,3323,841,3976,8059,6263,5224,51,506,41,29,8
CO,08041,CO-05,165523,199538,375400,107228,175679,160880,198614,721714,551904,381336,31300,85324,17732,2986,1979
CO,08041,CO-07,208,213,429,163,225,219,239,622,544,484,3,25,10,3,0
CO,08043,CO-07,7526,17313,25470,5297,15122,7369,17517,48939,41204,32045,1756,4781,286,652,22
CO,08045,CO-03,15128,14493,30376,11271,13132,15427,14717,61685,46166,30990,217,12631,342,247,24
CO,08047,CO-02,2254,1729,4130,1634,1566,2223,1833,5808,4916,4230,29,293,74,32,4
CO,08049,CO-02,4743,4822,9884,3358,4494,4710,4883,15717,13090,11452,51,1053,77,39,11
CO,08051,CO-03,6887,3689,10942,5128,3289,7132,3735,16918,14028,12072,63,1129,100,63,5
CO,08053,CO-03,257,332,607,197,339,255,353,788,657,596,3,25,2,6,0
CO,08055,CO-03,1965,2346,4442,1633,1883,2076,2203,6820,5722,3777,41,1569,22,58,0
CO,08057,CO-02,173,634,834,171,629,175,681,1379,1137,981,0,87,2,12,0
CO,08059,CO-02,783,499,1331,578,554,763,631,1853,1560,1394,4,60,23,4,2
CO,08059,CO-06,19623,18743,39453,14993,18480,20043,19816,59570,46536,38180,344,4592,1211,158,30
CO,08059,CO-07,190469,121263,320932,145205,119143,197590,127970,521487,420970,323072,4920,59976,13349,2186,334
CO,08061,CO-04,102,744,863,91,728,98,795,1446,1099,976,3,57,9,0,1
CO,08063,CO-04,556,3083,3698,536,2967,662,3144,7087,5305,4197,14,865,28,16,5
CO,08065,CO-07,2199,1557,3913,1616,1270,2303,1497,7436,5884,3692,28,1832,55,37,3
CO,08067,CO-03,20677,14024,35692,15525,12587,20548,14233,55638,45269,35666,135,4994,316,2129,22
CO,08069,CO-02,90557,47830,142595,69761,48053,90898,50211,234997,191964,154389,2133,20319,5786,798,141
CO,08069,CO-04,32832,34553,69411,20890,31364,30598,35056,106919,84185,69505,595,9118,947,370,69
CO,08069,CO-08,5988,7296,13648,2462,4014,4623,6222,17150,13184,10934,91,1349,192,63,8
CO,08071,CO-03,3276,4328,7793,2650,3710,3497,4284,14555,12044,6987,159,4322,80,120,11
CO,08073,CO-04,432,2090,2571,409,1892,470,2135,5675,4485,3337,274,602,31,59,14
CO,08075,CO-04,2098,7855,10166,1851,7282,2218,8087,21528,17431,13455,688,2576,103,149,13
CO,08077,CO-03,33573,55839,91620,21729,49779,31536,56894,155703,123055,98738,793,15716,1336,772,149
CO,08079,CO-03,317,417,753,237,344,317,427,865,773,706,0,33,3,4,0
CO,08081,CO-03,1167,5358,6671,874,5305,1203,5670,13292,9993,8048,57,1357,38,88,1
CO,08083,CO-03,5793,8972,15139,3973,7853,5836,9306,25849,20464,15189,51,2043,111,2147,18
CO,08085,CO-03,8354,16704,25626,5466,14382,7687,16770,42679,33608,25785,113,5987,273,210,15
CO,08087,CO-04,3291,9830,13465,3151,8145,3876,9593,29111,21390,13157,626,6881,123,92,10
CO,08089,CO-03,3164,5520,8926,2943,4928,3605,5756,18690,14318,8218,112,5340,80,99,19
CO,08091,CO-03,2442,1573,4098,1697,1351,2365,1577,4874,4183,3766,16,208,20,16,0
CO,08093,CO-07,4841,6828,12049,3421,6135,4903,6991,17390,14595,12756,75,868,84,103,9
CO,08095,CO-04,412,1888,2355,436,1791,486,1958,4530,3401,2547,8,758,19,9,1
CO,08097,CO-03,7932,2992,11169,7333,2550,8989,2780,17358,14481,12214,87,1461,254,30,7
CO,08099,CO-04,1227,3833,5145,1186,3531,1458,4008,11999,8960,5489,69,3005,26,92,6
CO,08101,CO-03,39328,43688,85120,35875,36265,43772,42252,168162,130863,71485,2412,49706,1275,1032,110
CO,08103,CO-03,637,2988,3692,436,2791,561,3061,6529,4889,4202,25,388,18,40,2
CO,08105,CO-03,2306,3743,6194,2001,3085,2495,3660,11539,8959,5162,43,3312,30,93,3
CO,08107,CO-02,10208,5676,16335,7600,5230,10582,5925,24829,20060,17530,118,1484,135,63,35
CO,08109,CO-03,1704,1577,3401,1417,1147,1884,1413,6368,5096,3076,14,1704,51,64,2
CO,08111,CO-03,376,188,589,265,215,342,202,705,600,513,0,56,0,2,0
CO,08113,CO-03,3529,1154,4804,2975,1033,3924,1136,8072,6515,5564,19,599,55,38,0
CO,08115,CO-04,283,1048,1358,267,1015,301,1121,2404,1920,1601,3,234,12,10,0
CO,08117,CO-02,11762,5244,17545,9557,5100,12631,5322,31055,25853,20570,208,3744,364,58,20
CO,08119,CO-07,5065,10856,16338,3602,9742,5278,11241,24710,20544,17872,115,1185,162,110,9
CO,08121,CO-04,329,2436,2806,296,2299,369,2595,4817,3722,3212,24,335,12,8,10
CO,08123,CO-02,8605,6325,15297,4071,4209,6993,5549,21018,15067,12043,98,1547,662,42,19
CO,08123,CO-04,12882,29030,43002,6321,18036,10707,24863,59886,43826,36021,189,5378,412,151,30
CO,08123,CO-08,47265,71114,121623,36127,54405,48361,65733,248077,182940,112550,2624,57267,3179,857,161
CO,08125,CO-04,758,3807,4663,726,3850,785,4107,9988,7320,5425,15,1703,20,14,2
CT,09001,CT-03,22767,19742,43042,19163,17935,24741,18455,80143,65156,42829,7993,9794,2215,44,17
CT,09001,CT-04,202755,121032,328946,188125,108455,227180,114539,708625,545117,321348,63529,109830,30305,488,91
CT,09001,CT-05,41496,37489,80217,36564,33687,45584,35451,168651,132897,86289,5722,24869,6749,98,40
CT,09003,CT-01,183373,106853,295091,173677,96716,201672,103933,630976,501306,291332,78513,83691,29854,678,86
CT,09003,CT-02,25092,20960,46820,20855,19804,26790,20647,87013,69997,56113,3807,4905,2778,66,12
CT,09003,CT-05,50901,34759,87238,45871,31653,54906,34444,181509,142122,94463,9160,26562,7409,106,32
CT,09005,CT-01,9708,12204,22274,8045,12133,10217,12591,41305,34179,29713,535,1950,631,37,10
CT,09005,CT-05,38232,44248,83668,31730,40918,39947,43010,143881,117700,101508,1807,7685,2088,179,30
CT,09007,CT-01,15026,10524,26059,12740,9410,15900,10147,48469,39841,29353,3455,3387,2002,59,5
CT,09007,CT-02,28812,23734,53350,23044,22247,29508,22978,81550,67690,60957,647,2878,994,72,24
CT,09007,CT-03,10335,7396,18086,9573,7210,11440,7540,34226,28452,21992,2300,1959,1041,33,5
CT,09009,CT-02,7374,4454,12010,5937,4499,7627,4637,17687,14172,12837,106,420,437,19,0
CT,09009,CT-03,158890,116803,281377,150951,109072,176886,116085,607443,490581,312841,63832,71995,24117,880,132
CT,09009,CT-04,3329,5162,8592,2400,4687,3271,5120,12717,10187,9219,104,433,164,7,3
CT,09009,CT-05,49388,45016,95825,46167,40684,54725,43942,226988,176054,101024,20426,43201,4693,299,45
CT,09011,CT-02,76190,58858,137466,62278,54058,79459,57110,268555,216922,164712,11247,20794,8633,1476,169
CT,09013,CT-02,43311,36773,81494,38506,34194,44151,34838,149788,123584,100961,4241,6825,7095,147,39
CT,09015,CT-02,25073,30911,56873,21792,25747,26706,29141,116418,93270,76302,1656,9517,1654,279,17
DE,10001,DE-01,44163,42444,88066,33317,36985,44552,41009,181851,139805,84938,34343,8961,3565,721,83
DE,10003,DE-01,180106,90805,275258,162550,85477,195034,88364,570719,449876,255124,108575,42353,27186,702,100
DE,10005,DE-01,64664,81013,147451,39287,62600,56682,71230,237378,193862,149164,18658,16592,2451,667,57
FL,12001,FL-03,81578,52939,137282,75820,46834,89704,50972,278468,227905,138324,37723,26433,15043,455,93
FL,12003,FL-03,1982,12926,15011,2112,10294,2037,11911,28259,21638,17047,3059,718,113,84,11
FL,12005,FL-02,25201,71497,98157,21797,62194,25614,66097,175216,139659,106035,13199,9565,3369,660,143
FL,12007,FL-03,2946,10920,13952,2924,8913,3160,10334,28303,22992,16594,4521,1094,117,56,10
FL,12009,FL-08,141233,216533,363015,119679,181848,148549,207883,606612,497095,368773,42799,48780,13029,1320,395
FL,12011,FL-20,221539,101090,326469,237919,73879,265717,92126,770794,614430,185416,238254,142827,17631,874,220
FL,12011,FL-22,84242,78857,165513,89340,58187,102539,73790,344170,261097,113088,28184,89794,15978,284,116
FL,12011,FL-24,58014,30890,90014,69581,18535,74770,26616,230790,181632,36509,64866,69297,4621,262,74
FL,12011,FL-25,64542,80338,146520,69721,65200,79038,78690,301345,257094,162699,16643,59265,5483,293,89
FL,12011,FL-26,78991,67778,148746,86762,45150,96691,62187,297276,231785,57523,39929,109794,15585,505,61
FL,12013,FL-02,1021,5367,6444,1241,4655,1209,5274,13648,10923,8420,1432,465,43,76,0
FL,12015,FL-17,40450,82480,124118,33445,60218,42273,73243,186847,164240,138998,7241,10315,2195,338,55
FL,12017,FL-15,26276,71356,98540,22789,54456,27092,65352,153843,131487,114814,3098,6705,2029,408,27
FL,12019,FL-04,37928,87719,127312,27822,74963,38317,84480,218245,166139,118241,18488,15420,5403,562,251
FL,12021,FL-19,40414,75973,117772,36834,63719,45001,73844,201130,170524,125696,6067,32181,2829,149,29
FL,12021,FL-22,31306,67294,99662,24250,41704,32619,55106,174622,142645,85809,10070,41825,1660,269,21
FL,12023,FL-03,8250,25108,33690,7601,20368,8914,23836,69698,54813,39874,8584,3560,707,188,27
FL,12027,FL-16,3525,8888,12525,3781,6778,4259,8313,33976,27008,16008,3446,6786,146,70,5
FL,12029,FL-03,1183,6920,8163,1270,5822,1365,6759,16759,13730,11329,1363,523,49,53,0
FL,12031,FL-04,118193,84507,205752,110469,76476,130367,83974,461435,353248,147126,152761,27869,10049,993,309
FL,12031,FL-05,111172,151778,267581,95235,135196,122182,149777,534132,428355,266625,58687,52767,29004,908,461
FL,12033,FL-01,64601,96407,163504,57461,88808,70929,96674,321905,258145,169960,49934,14930,8325,1727,327
FL,12035,FL-06,28431,51014,80217,22026,33850,28161,43043,115378,96386,73083,8289,9050,2081,230,45
FL,12037,FL-02,1870,4831,6785,1744,4125,2120,4675,12451,10555,8443,1244,506,21,33,0
FL,12039,FL-02,14203,7495,21932,15020,6728,16153,7465,43826,34617,12473,17810,3362,130,59,4
FL,12041,FL-03,1662,8931,10725,1458,6740,1700,7895,17864,14174,11983,631,927,55,47,2
FL,12043,FL-09,1222,4034,5300,1271,2996,1385,3782,12126,10088,6218,1240,2265,34,125,0
FL,12045,FL-02,1970,6684,8724,1720,5329,1985,6113,14192,11821,9449,1450,418,40,66,0
FL,12047,FL-03,1727,3964,5752,1904,3443,1963,3815,14004,11329,6430,3583,989,39,37,0
