district_code,state,district,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_plus,educ_no_hs,educ_hs,educ_some_college,educ_associate,educ_bachelor,educ_master,educ_professional,educ_doctorate,inc_u10k,inc_10_15k,inc_15_20k,inc_20_25k,inc_25_30k,inc_30_35k,inc_35_40k,inc_40_45k,inc_45_50k,inc_50_60k,inc_60_75k,inc_75_100k,inc_100_125k,inc_125_150k,inc_150_200k,inc_200k_plus
TX-06,TX,6,576920,292573,162723,74277,33913,18328,2012,107863,103711,104146,95067,77515,43686,20056,75809,126791,108225,39015,99013,38241,5510,4287,8972,6952,5923,7825,9956,8305,9771,9082,10497,19601,27190,35932,29658,23555,26536,24962
TX-07,TX,7,592451,184825,194592,97504,112111,12829,1052,138435,136234,103809,86043,68673,32901,15508,86779,82871,72248,29612,138437,67784,26446,15291,14965,9413,8587,11895,13313,11596,11311,11456,10615,21212,27896,33033,25100,18124,23783,51341
TX-08,TX,8,572866,240465,179318,100738,44499,16458,1039,112392,107381,103243,89267,77281,40165,15984,64425,122560,107506,39002,105630,36164,7323,5063,12531,7007,6686,9532,10299,10539,9740,9542,11096,18538,26821,34789,27867,19720,22876,28502
TX-09,TX,9,555835,157067,325886,56937,11006,16542,742,112259,102819,100834,86881,69066,35839,16950,126861,151110,92770,33639,43323,14106,2556,1680,12214,10402,9457,11118,12284,11936,12167,10192,11185,20598,25517,33246,22721,15694,16891,12335
TX-10,TX,10,607084,379564,114502,60167,40152,14552,1031,126928,103917,95415,95057,83332,50424,23039,52480,115514,93721,29954,124686,59153,13948,15178,18662,10010,8967,10120,12337,9772,9043,9891,10414,19684,25461,32806,25499,19249,25492,45147
TX-11,TX,11,573499,293012,202469,40408,26867,15581,1361,102594,117036,98627,86220,74152,43807,22592,68806,123473,116187,37892,103205,38521,6091,4878,13875,8847,9225,8434,11376,9093,10485,9993,10524,20391,25708,37590,28968,24170,30501,33256
TX-12,TX,12,574244,308850,171145,56726,25099,16955,1240,110592,116950,96657,90377,73638,42931,20002,77000,130200,100618,38408,99559,38617,8721,4851,13001,8680,8085,9116,10009,10913,9547,10515,10163,20756,28466,36351,29051,20648,24006,28429
TX-13,TX,13,585859,362260,144047,44938,18286,20372,1083,120740,104813,91638,86978,81057,48382,27001,69309,142817,118847,39885,84402,30309,5005,5725,15380,11532,12122,12416,13422,12630,12577,12263,11867,20344,28291,38041,27770,18540,19425,17305
TX-14,TX,14,576965,308968,124508,94913,38093,14013,879,93967,107265,105605,99683,83527,45169,21996,57971,129367,117323,49189,101653,39094,8533,7186,13275,9456,8443,8673,9062,9471,7998,8757,8498,17409,23840,33427,28169,23159,29445,36504
TX-15,TX,15,548298,98286,429437,10640,7098,8968,378,113933,98536,93967,77418,64939,43165,23660,122181,130666,90881,26677,59324,20322,3500,2483,18423,14970,12961,13932,12975,10831,10808,10198,9376,17521,23975,26132,18872,13442,12570,10296
TX-16,TX,16,575747,74938,464487,23656,12433,14391,1796,125442,104720,92111,84904,71865,41871,24928,93034,116311,105743,41490,82965,30801,6344,4399,19939,15546,12852,12864,12764,13274,10850,12365,10762,20573,27775,30421,22285,14298,14922,12669
TX-17,TX,17,577865,341177,124417,65715,33954,16360,1260,106649,107604,102852,91037,79190,48718,24455,53760,129152,111664,46582,105583,43193,7649,6586,14065,10046,10439,10005,10914,10934,10497,10175,10080,20407,28368,34933,28915,20723,26008,28318
TX-18,TX,18,584155,86103,187931,262961,47882,12133,1010,118863,117198,99293,85216,72097,39905,18205,90945,129346,94029,29203,88148,38627,12645,10064,22713,14485,10605,11583,11677,13239,11689,11158,13241,23178,27214,33532,23405,15248,18226,19470
TX-19,TX,19,578679,310685,201052,42663,13951,15494,988,131694,102331,85791,80535,76504,45432,26213,76020,139555,104229,36709,74792,28733,6045,6267,17014,14384,12725,12204,13720,12096,11130,12881,12029,22611,26429,37460,26473,16495,17832,17222
TX-20,TX,20,577537,106250,386385,62291,22367,17754,2011,124577,121772,96227,85832,71008,40133,21363,98124,142809,115293,40078,65785,28104,5677,4490,20275,16923,13199,14253,14510,15446,14568,12874,14004,22976,30358,35600,22978,14426,13839,9713
TX-21,TX,21,612155,350514,195204,29944,25925,17102,4128,121654,99884,96071,92255,90027,59783,28657,36975,105686,115373,41743,136393,61083,14758,9724,14014,8511,7696,9855,11729,10652,10964,10197,11450,23541,28114,41055,29205,22512,28039,39144
TX-22,TX,22,561423,257479,151748,63985,80199,12186,795,89260,110071,115213,96334,79832,42919,19940,45029,102798,101290,38555,137822,62862,10902,10391,9106,4710,5849,6101,6525,7456,7051,7138,6484,14750,20289,32579,28932,25481,34636,47198
TX-23,TX,23,563720,188414,320538,29422,21520,12813,1627,102724,106542,102271,81995,66838,42078,21058,70191,106864,96811,41155,99141,43278,10675,6206,10539,10104,7507,8411,8696,8672,8458,8064,8574,16975,23630,31972,27125,20413,24701,27707
TX-24,TX,24,585881,371161,93052,45573,61257,15413,2702,92676,106723,105394,104209,82914,44488,21422,29588,83175,98741,36285,167126,71306,19786,9123,8060,4280,4579,6019,6379,8246,6761,7743,7802,15640,24976,37239,31683,23677,32122,65193
TX-25,TX,25,576023,292948,137054,114359,20222,16448,1435,111912,108554,94407,93207,80008,47946,25041,72450,146152,115277,38845,88329,35032,5788,4444,13019,11152,10340,11120,11886,12816,11517,13016,12417,21163,29462,38504,27643,19772,20137,19888
TX-26,TX,26,573937,338130,103298,61517,56278,17710,1161,91709,119838,116393,109300,74903,41086,16885,39095,101400,112740,43660,157832,60011,9688,5684,7428,5102,4366,5439,6940,6123,6909,8040,9074,17609,23980,37208,33024,26589,37786,50641
TX-27,TX,27,575420,277142,232963,43358,12877,15392,879,94331,104360,98877,93820,90535,53015,25738,80849,152705,112401,37260,88531,29970,5846,5003,13620,11660,9168,10042,10576,10976,9676,9848,11067,19942,27367,38282,29794,19758,21964,25231
TX-28,TX,28,542258,46612,485321,3875,4475,8148,341,112204,97406,91868,78272,63006,40021,21509,141413,114562,81381,27072,57355,18136,3842,1815,18937,16405,13707,13483,12757,10336,10702,9602,7900,16439,19884,27612,18133,12319,10918,9915
TX-29,TX,29,548260,70287,305260,149743,22489,16959,1438,118456,122655,98307,87700,64280,31009,12742,135951,137370,92389,31309,55925,19258,3855,2665,17138,12632,13039,14171,14537,14439,12466,10880,12552,19950,24218,30584,20837,12241,15648,11328
TX-30,TX,30,555763,85725,179834,259120,29095,14107,902,107185,104231,102743,92554,72587,37626,15501,90789,134038,108115,34595,72743,31297,3772,3558,16183,12026,9280,10648,11204,11175,10016,10665,11144,21096,26573,32652,25419,16898,17777,14642
TX-31,TX,31,571338,325173,117572,88338,28301,17568,5187,110556,114997,99352,84040,75987,48651,23276,39508,118641,128824,48409,107338,43770,8046,5930,10585,8590,7932,8381,9904,9657,9829,10482,10237,19915,27501,39047,29240,22575,25904,26479
TX-32,TX,32,592618,310358,128490,80392,61086,16915,990,111829,108118,100374,97525,80294,49286,22569,60663,109324,110450,39506,124736,53067,11678,7137,12226,7923,7522,10533,8861,9460,10332,10000,10446,21194,27284,39156,29967,21945,27888,35206
TX-33,TX,33,580868,155666,291892,91076,37015,18361,890,136746,123333,97768,82850,65127,27833,13267,123368,112737,75137,24227,93092,40016,12517,5777,15774,9798,8397,11064,11782,11705,11661,12301,12793,22417,30589,38105,26495,17488,19723,25408
TX-34,TX,34,565686,120249,416963,13680,11262,10478,750,115330,96018,94266,83160,70852,47915,25200,104362,128379,97640,38923,68067,24866,5765,3668,18036,15069,13691,13059,12662,12337,10649,10319,9596,18725,25802,32755,21502,15832,14712,13260
TX-35,TX,35,571449,197441,307033,46975,14605,17020,2001,105280,109937,95735,94521,78252,45942,22710,78766,152372,111467,43921,76762,29258,4334,3321,13943,9496,9851,10175,11427,10680,9925,10527,10062,20625,28983,38742,27209,19398,20799,15133
TX-36,TX,36,577079,279608,137635,108022,43173,13633,846,97812,100012,100284,95712,79954,50697,24046,65973,137953,113522,43510,91512,33980,7805,6730,12431,10735,9617,11603,11761,12148,11016,10374,10923,18462,27260,34441,27735,20155,25671,26763
TX-37,TX,37,621812,293610,211575,58785,50386,17812,1430,152763,159931,104805,77234,60835,29140,14976,57655,83015,87540,29230,175297,73275,16842,12423,19603,10537,8505,9895,10393,9998,10623,11257,11648,24209,30466,44229,33563,25108,32650,41887
TX-38,TX,38,570722,295890,139018,61182,66534,13824,976,87657,112635,105973,95383,77692,44125,20058,37580,82083,96441,36169,158155,66457,17304,9218,9548,4194,4491,6222,6987,6461,7739,7290,6790,17814,23631,33691,26846,23652,33286,57884
UT-01,UT,1,617587,408065,128944,17456,36685,16374,14673,139618,129727,103312,84258,73784,40431,20776,52091,126480,114377,44657,118533,46767,12783,9314,9825,8455,7537,7157,8487,9858,9364,10101,11122,20574,30556,42831,31822,25224,28561,29604
UT-02,UT,2,571033,462555,67782,9664,16386,12179,5219,126995,115610,102421,79054,69422,38847,19918,28378,119026,125935,47832,110105,41203,6728,5919,7806,5358,5490,5522,8090,8583,7530,7619,8813,18992,26326,40882,33972,25192,26737,26158
UT-03,UT,3,588889,475740,67958,6071,13319,20338,7441,154223,96761,88951,74964,76080,50362,25460,29144,101069,121366,51466,112663,39673,8794,8038,10060,7745,7117,8353,9686,10341,9914,8682,10486,20343,26237,37074,28970,20855,22312,24254
UT-04,UT,4,546542,451640,51926,6688,19891,9883,7164,111622,120395,110542,76274,61071,35564,15001,22850,95798,120335,50978,127240,45908,8265,6204,5133,2953,3508,4410,4471,5126,5581,5667,6861,14182,21783,37306,33444,26284,33095,36438
VA-01,VA,1,610718,446165,27183,86550,38732,11265,1050,82543,97299,103788,103511,101159,67175,36479,33648,112294,101623,43825,150199,78216,16463,12445,8861,5680,6467,7807,7228,7711,7243,8932,8917,17289,27086,37869,34291,29351,36599,49610
VA-02,VA,2,609706,373699,38349,146054,42343,13177,2227,102300,113381,98383,103573,92469,54604,25892,36671,124332,124500,54076,125185,58338,11434,8027,11194,6955,6544,7845,9439,8590,7855,8966,9689,22298,29399,40171,35858,27278,33039,37447
VA-03,VA,3,613711,257534,45253,278424,27101,14548,2531,139322,114744,83834,88905,84017,46972,23551,47307,141657,126098,50619,88906,42669,8118,5977,19000,12181,11881,12852,13862,13597,13165,12995,13131,25737,34121,41570,30471,19581,20215,17591
VA-04,VA,4,629882,284553,52022,265407,21090,12300,1171,123063,117341,88727,102783,93460,53613,26809,63219,157299,115418,42469,105580,48587,9512,7573,17708,13523,11749,12345,12769,13319,12776,13065,13177,24763,31922,41574,31059,21541,22648,21454
VA-05,VA,5,634064,443770,22567,137809,18796,10716,689,108538,91713,89238,105503,105709,71186,37300,59568,161958,104783,43506,104212,52765,11163,11519,16838,13865,11841,12590,13078,13159,13159,11357,12149,23034,29670,38337,29475,20282,24444,26737
VA-06,VA,6,622681,503600,39734,53948,13352,12214,758,102003,95896,89316,105239,101505,66774,36972,59375,187697,104672,42991,90621,41731,9129,7765,14559,12164,11648,12943,12986,12064,12207,12501,12717,24488,30535,41563,32674,20129,22429,21174
VA-07,VA,7,585236,316916,89659,131330,39005,14988,1784,101248,110108,104711,106678,80208,45581,19435,49658,130812,103991,41115,112962,62345,7497,7122,7538,4390,4752,5085,5557,6130,6164,6807,7019,15068,20905,35138,31000,27401,36893,46158
VA-08,VA,8,619604,323268,114046,86661,89901,11991,1449,111736,136633,110475,97927,76961,44265,22855,41817,64391,60991,26886,171732,131803,37190,21330,10101,5285,5572,5465,6263,6111,5251,6482,6215,14334,21352,37103,32400,27221,44182,91873
VA-09,VA,9,640412,556950,15730,41051,13826,11118,582,101787,86517,92331,109599,109348,77383,37813,70671,190073,113097,54298,76797,36859,6800,8179,21878,18247,16825,16564,16167,15173,14725,13637,12596,24477,31291,38329,27383,16284,15814,14574
VA-10,VA,10,574013,320464,92067,56802,97201,10787,1188,85926,106194,125733,107996,69918,39996,19884,37941,83496,79154,33049,160124,93374,14650,10121,4268,2324,2764,2868,3828,3194,3402,4482,4520,9416,13283,25297,24624,22961,41535,87727
VA-11,VA,11,605027,310060,77704,57167,153741,8639,1331,101450,108896,111879,105929,82382,49683,23107,25942,57875,60426,29032,179842,133920,26814,19227,6168,3031,2783,3080,3508,3564,4298,3736,4607,8842,13750,27097,27568,25288,45880,97258
VT-01,VT,1,524482,474146,11113,9038,11665,12780,518,84981,77123,73843,88570,94856,57875,28586,26587,126697,74875,39344,111614,57539,12438,9939,10277,10742,9021,9529,10123,10552,9383,10143,9806,18378,26478,35676,28004,20972,23226,23548
WA-01,WA,1,593722,373624,50326,20770,129082,14498,4801,97500,136642,110167,96727,78734,41962,22540,26951,90407,104678,48920,162579,86340,11973,11832,7995,4645,4083,4735,5188,4722,4768,5557,5661,12740,19866,32924,31939,28588,42510,77324
WA-02,WA,2,616048,446927,62187,21414,55295,25320,5590,110223,103967,90767,93260,103350,66960,30980,40876,123836,132483,58228,118316,50526,10849,8678,11998,9472,9379,8284,8983,9644,10331,10693,9658,21612,30182,41827,35223,25649,30752,33966
WA-03,WA,3,593925,465423,52832,15005,30294,23030,6898,92764,101058,97599,99368,98521,61534,28781,42556,145234,140140,59996,95324,38970,8275,5244,10445,8038,8367,9260,8956,9534,9860,9045,10440,20842,27542,43189,33464,24558,30062,29308
WA-04,WA,4,557178,316389,191355,8418,14419,29606,2136,102121,100928,89489,83428,82368,50302,24698,88268,129193,106625,46848,70726,29775,5775,5492,10717,9079,8875,10011,11083,10449,9341,11166,11383,20057,27274,39740,27447,17964,21088,20334
WA-05,WA,5,610022,494864,43070,16200,22775,26457,5337,113072,102824,89019,90764,96983,62013,31031,36326,127035,135083,65782,101731,42199,10424,7955,15223,13571,10482,12102,12407,12206,11617,11692,12424,22846,31091,41553,29708,20949,22684,23145
WA-06,WA,6,625068,470242,46402,30269,41153,30543,8983,99940,103531,89880,96777,111249,75505,32020,34838,133463,141805,64156,116513,49419,14435,7189,12369,10012,8906,9692,8964,9278,9656,11139,10642,21269,30827,42342,34669,24400,31585,35710
WA-07,WA,7,652826,421072,55585,39018,118537,15992,5017,148403,154479,101472,87281,74464,43538,24485,23582,59425,83568,37314,210926,109516,28343,23717,14131,9459,7394,7410,7553,8143,8265,8034,7787,18534,24226,36974,32678,27686,43799,93456
WA-08,WA,8,581338,423082,51406,16833,65310,18705,5553,77478,107088,109829,105677,89619,48327,22058,34403,113907,110502,50915,132778,61977,9698,7468,6676,4484,4701,5416,5912,5950,5884,6562,5933,12907,19207,32246,31578,24962,38124,65431
WA-09,WA,9,602935,267554,74132,79981,160912,16673,13229,107886,122883,103160,96892,79547,45369,25394,56342,110907,102600,48999,134626,58271,14082,9352,10447,8405,6865,6917,7565,8087,6589,8098,8704,16705,26128,34488,30577,23702,30326,51326
WA-10,WA,10,591627,379327,63379,53582,64111,23730,16130,115517,114957,95155,87754,83741,51545,25611,39507,131723,130516,59934,100918,42706,9366,5160,10587,6154,6903,7143,8265,7609,8626,9359,10778,21227,27834,42914,35554,26214,30716,27982
WI-01,WI,1,575451,450243,58924,40818,13998,11123,639,92883,92338,87832,104358,94413,51740,31054,40341,151155,111761,52612,100894,37932,6997,4766,12255,9681,8803,10513,11003,10185,10795,11026,10960,25057,30305,43649,31461,23109,27159,21655
WI-02,WI,2,584519,479314,33115,27220,33675,9112,694,122465,102145,89137,90331,81720,49944,26081,23385,106965,83333,49438,141755,59322,13981,16529,12989,7732,8255,9190,10024,10421,10073,10998,10297,23119,29782,43536,34610,25218,32860,33875
WI-03,WI,3,580338,527806,15418,9555,13943,10156,629,109192,86821,79487,93448,96850,59193,31571,31741,160104,99409,65114,89245,32591,7052,5496,11155,11188,9776,12132,13856,11268,12036,11893,13342,24904,32133,43105,32189,20309,20850,17006
WI-04,WI,4,558133,262604,85665,175603,28994,11897,807,118413,108051,85688,80441,72107,38968,22195,56663,131613,93957,35470,93985,41582,9878,7643,21151,19516,12852,14413,16716,13780,12856,12558,12684,25335,28515,35755,25501,15911,16281,16815
WI-05,WI,5,578845,511486,27348,11254,17935,7616,523,79486,90496,91994,108657,100439,62077,34140,22966,136632,103808,55332,139618,50794,10904,6417,8400,6014,5683,8248,9882,8813,9062,9019,10171,20938,27876,41698,37735,28133,33615,37955
WI-06,WI,6,582819,515953,24727,14826,15052,9432,551,89673,88982,86051,103001,101891,60311,34679,32947,174572,107278,59693,96238,33537,8166,5198,10177,8535,9362,11198,13902,10919,12589,11828,12647,26595,33060,44629,35184,21694,23645,20105
WI-07,WI,7,580264,530575,11269,5786,9652,18781,604,75076,82584,83925,106843,113225,68127,36242,37706,180719,110973,68297,89553,30827,7142,3715,11348,11951,10242,11787,14988,11805,12198,11760,13059,25373,32082,44356,33548,21582,22269,17297
WI-08,WI,8,571931,496245,27603,11251,13391,21634,549,87274,93992,86468,104802,95473,56435,30911,33656,169494,99336,65088,101344,32834,6435,3903,10449,8637,8447,10367,12204,11589,11240,11430,12198,24684,31804,46506,35884,23169,23257,20291
WV-01,WV,1,715682,649695,7866,34003,6488,14334,489,102630,100301,112149,117804,129790,85915,42490,85290,256809,116052,48533,79492,38152,9124,6103,26090,24564,20755,21455,18977,18013,16443,16938,14987,28523,33674,41435,27906,17508,15906,14638
WV-02,WV,2,717250,643345,15617,28957,9757,14713,673,118098,107578,110943,119302,121495,78065,38660,61711,245524,115877,52954,92266,46334,9326,7982,20113,18800,15969,17768,16506,17138,14811,14723,14516,28248,34818,45625,33087,22785,23286,20035
WY-01,WY,1,441337,370041,38153,5928,6520,18433,1009,74499,77825,68551,69278,75194,44545,20301,23719,110277,98143,46082,71313,31053,6077,5138,10714,8115,7806,9208,8475,9565,9356,7572,7799,17923,24038,32579,26379,17485,19922,17220
